"filename", "language", "JSON", "JavaScript JSX", "JavaScript", "CSS", "Properties", "Markdown", "HTML", "comment", "blank", "total"
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\blog\createBlog.css", "CSS", 0, 0, 0, 29, 0, 0, 0, 24, 4, 57
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\brand\Brands.jsx", "JavaScript JSX", 0, 41, 0, 0, 0, 0, 0, 1, 5, 47
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\payment\Payment.jsx", "JavaScript JSX", 0, 159, 0, 0, 0, 0, 0, 1, 34, 194
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\payment\PaymentSuccess.jsx", "JavaScript JSX", 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\Cart.jsx", "JavaScript JSX", 0, 114, 0, 0, 0, 0, 0, 2, 18, 134
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\ConfirmOrder.jsx", "JavaScript JSX", 0, 112, 0, 0, 0, 0, 0, 1, 21, 134
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\FeaturedProductsPage.jsx", "JavaScript JSX", 0, 167, 0, 0, 0, 0, 0, 5, 39, 211
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\MyOrders.jsx", "JavaScript JSX", 0, 108, 0, 0, 0, 0, 0, 0, 19, 127
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\OrderDetails.jsx", "JavaScript JSX", 0, 73, 0, 0, 0, 0, 0, 1, 12, 86
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\ProductDetail.jsx", "JavaScript JSX", 0, 257, 0, 0, 0, 0, 0, 6, 55, 318
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\products\Shipping.jsx", "JavaScript JSX", 0, 197, 0, 0, 0, 0, 0, 0, 20, 217
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\rentalbikes\CreateRentalBike.jsx", "JavaScript JSX", 0, 371, 0, 0, 0, 0, 0, 19, 42, 432
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\rentalbikes\GetAllRentBikes.jsx", "JavaScript JSX", 0, 200, 0, 0, 0, 0, 0, 1, 33, 234
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\rentalbikes\MyRentBikes.jsx", "JavaScript JSX", 0, 199, 0, 0, 0, 0, 0, 1, 32, 232
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\rentalbikes\RentBikeDetail.jsx", "JavaScript JSX", 0, 263, 0, 0, 0, 0, 0, 11, 46, 320
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\rentalbikes\UpdateRentBike.jsx", "JavaScript JSX", 0, 388, 0, 0, 0, 0, 0, 23, 51, 462
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\shared\CardLoading.jsx", "JavaScript JSX", 0, 68, 0, 0, 0, 0, 0, 0, 4, 72
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\shared\ErrorPage.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 0, 0, 0, 11, 45
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\shared\Loader.jsx", "JavaScript JSX", 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\shared\Modal.jsx", "JavaScript JSX", 0, 49, 0, 0, 0, 0, 0, 0, 3, 52
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\usedbike\CreateUsedBike.jsx", "JavaScript JSX", 0, 400, 0, 0, 0, 0, 0, 17, 44, 461
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\usedbike\GetAllUsedBikeAds.jsx", "JavaScript JSX", 0, 201, 0, 0, 0, 0, 0, 1, 32, 234
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\usedbike\GetUsedBikeDetails.jsx", "JavaScript JSX", 0, 263, 0, 0, 0, 0, 0, 9, 45, 317
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\usedbike\MyUsedBikesAd.jsx", "JavaScript JSX", 0, 201, 0, 0, 0, 0, 0, 1, 30, 232
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\usedbike\UpdateUsedBike.jsx", "JavaScript JSX", 0, 417, 0, 0, 0, 0, 0, 18, 47, 482
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\EditProfile.jsx", "JavaScript JSX", 0, 180, 0, 0, 0, 0, 0, 0, 25, 205
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\ForgotPassword.jsx", "JavaScript JSX", 0, 100, 0, 0, 0, 0, 0, 3, 15, 118
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\LoginForm.jsx", "JavaScript JSX", 0, 153, 0, 0, 0, 0, 0, 4, 21, 178
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\OtpVerification.jsx", "JavaScript JSX", 0, 156, 0, 0, 0, 0, 0, 4, 25, 185
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\Register.jsx", "JavaScript JSX", 0, 277, 0, 0, 0, 0, 0, 4, 27, 308
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\ResetPassword.jsx", "JavaScript JSX", 0, 149, 0, 0, 0, 0, 0, 0, 19, 168
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\UpdatePassword.jsx", "JavaScript JSX", 0, 175, 0, 0, 0, 0, 0, 0, 33, 208
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\user\UserProfile.jsx", "JavaScript JSX", 0, 67, 0, 0, 0, 0, 0, 0, 14, 81
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\CreateWorkshop.jsx", "JavaScript JSX", 0, 461, 0, 0, 0, 0, 0, 5, 34, 500
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\GetSingleAppointment.jsx", "JavaScript JSX", 0, 124, 0, 0, 0, 0, 0, 2, 27, 153
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\MyWorkshopAppointments.jsx", "JavaScript JSX", 0, 127, 0, 0, 0, 0, 0, 1, 19, 147
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\MyWorkshops.jsx", "JavaScript JSX", 0, 40, 0, 0, 0, 0, 0, 5, 11, 56
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\UpdateWorkshop.jsx", "JavaScript JSX", 0, 466, 0, 0, 0, 0, 0, 9, 44, 519
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\WorkshopDetail.jsx", "JavaScript JSX", 0, 334, 0, 0, 0, 0, 0, 3, 47, 384
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\src\pages\workshop\Workshops.jsx", "JavaScript JSX", 0, 83, 0, 0, 0, 0, 0, 6, 26, 115
"e:\fyp_bikezone\fyp_bikezone\bikezone_fe\tailwind.config.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 1, 4, 51
"e:\fyp_bikezone\fyp_bikezone\package-lock.json", "JSON", 2560, 0, 0, 0, 0, 0, 0, 0, 1, 2561
"e:\fyp_bikezone\fyp_bikezone\package.json", "JSON", 38, 0, 0, 0, 0, 0, 0, 0, 1, 39
"Total", "-", 31150, 11678, 4738, 54, 0, 38, 127, 596, 2868, 51249
